"","GC026126","GC026129","GC026123","GC026124","GC026127","GC026130"
"ABHD18",116.631865354518,93.9408566479244,81.1274809551551,145.814458566147,176.277301671511,140.570092327629
"ABHD2",955.628832259603,702.401818055582,920.039124678242,551.792608995051,786.362025425256,607.870669524883
"ABHD3",49.8507166434635,59.4671477863008,40.117985087714,63.6978950578432,85.3843179971382,103.844572710501
"ABHD4",2318.52861370071,1810.73155795678,2028.18702387888,1027.60821063195,1600.26737923669,1239.80288638513
"ABHD5",196.581127895922,169.783016143496,161.363451130583,155.023792791377,195.557631541833,187.426789770172
"ABHD6",109.107228880033,93.9408566479244,125.703019941504,88.2561196584575,112.927646383312,82.3158198314945
"ABHD8",656.524532398822,659.309681978552,718.557688459945,536.443718619667,592.181560302732,455.903002143662
"ABI1",378.112982842874,415.408191782565,390.481721520417,533.373940544591,344.29160482717,443.239029861894
"ABI2",1082.60707276654,1200.54691110604,1066.24689255347,1583.23804222085,1273.87893786053,1560.20138511387
"ABI3",2.8217386779319,0.861842721540591,1.78302155945396,148.116792122455,11.0173313544694,20.2623556508294
"ABI3BP",2231.99529424413,1503.05370636679,4110.7562053211,5926.20657393573,5172.6370709234,10911.2785179716
"ABL1",2242.34166939655,2317.49507822265,2323.27709196851,1707.56405426146,1669.12570020212,1791.95207787023
"ABL2",187.175332302816,198.223825954336,213.962587134475,183.419239985838,225.855292766624,203.889953736471
"ABLIM1",6468.36562937922,5595.08294824152,8163.56420995994,5926.20657393573,9065.88653830904,8536.78371514007
"ABLIM2",19.7521707455233,20.6842253169742,16.0471940350856,10.7442232627687,4.13149925792604,7.59838336906103
"ABLIM3",18.8115911862127,7.75658449386532,20.5047479337205,25.3256691193834,11.0173313544694,1.26639722817684
"ABO",0,0,0.891510779726979,0,6.8858320965434,2.53279445635368
"ABR",1582.05481876048,1365.1588709203,1530.72400879122,1313.09757161409,857.974679229308,1063.77367166854
"ABRA",0,0,0,0,0,0
"ABRACL",121.334763151072,133.585621838792,88.2595671929709,129.698123671994,55.0866567723472,196.29157036741
"ABT1",249.253583217318,281.822569943773,232.684313508741,268.605581569218,228.609625605241,198.824364823764
"ABT1P1",0,0,0,0,0,0
"ABTB1",429.844858604959,440.401630707242,499.246036647108,428.234041473211,358.063269020257,245.681062266307
"ABTB2",35.742023253804,49.1250351278137,28.5283449512633,52.9536717950745,13.7716641930868,31.659930704421
"AC000003.1",0,0,0,0,0,0
"AC000029.1",0,0,0,0,0,0
"AC000032.2",0,0,0,0,0,0
"AC000035.3",0,1.72368544308118,1.78302155945396,0,5.50866567723472,0
"AC000036.4",0,0,0,0,0,0
"AC000041.10",0,0,0,0,0,1.26639722817684
"AC000041.8",0,0,0,0,0,0
"AC000067.1",0,0,0,0,0,0
"AC000068.10",6.58405691517443,6.03289905078414,8.02359701754281,3.83722259384598,5.50866567723472,18.9959584226526
"AC000068.5",39.5043414910466,32.7500234185424,24.9623018323554,22.2558910443067,53.7094903530385,25.3279445635368
"AC000068.9",9.40579559310633,18.0986971523524,17.8302155945396,0.767444518769195,17.9031634510128,22.7951501071831
"AC000077.2",0,0,0,0,0,0
"AC000078.5",0,0,0.891510779726979,5.37211163138437,0,0
"AC000081.2",0,0,0,0,0,0
"AC000089.3",2.8217386779319,1.72368544308118,0.891510779726979,0.767444518769195,1.37716641930868,0
"AC000095.11",0,0,0,0,0,0
"AC000095.9",0,0,0,0,4.13149925792604,0
"AC000099.1",0,0,0,0,0,0
"AC000111.3",0,0,0,0,0,0
"AC000111.4",0,0,0,0,0,0
"AC000111.5",0,0,0,0,0,0
"AC000111.6",0,0,0,0,0,0
"AC000120.7",0.940579559310633,0.861842721540591,0,2.30233355630759,0,1.26639722817684
"AC000123.2",29.1579663386296,18.0986971523524,19.6132371539935,14.5814458566147,38.560659740643,18.9959584226526
"AC000123.3",6.58405691517443,1.72368544308118,1.78302155945396,0,1.37716641930868,3.79919168453052
"AC000123.4",0,0,0,0,0,0
"AC000124.1",0,0,0,0,1.37716641930868,0
"AC000354.1",0,0,0,0,0,0
"AC000362.1",0,0,0,0,0,0
"AC000367.1",1.88115911862127,0,0,0,0,0
"AC000370.2",0,0,0,0,0,0
"AC000374.1",0,0,0,0,0,0
"AC000403.1",0,0,0,0,0,0
"AC000403.4",31.9797050165615,32.7500234185424,31.2028772904442,9.97677874399954,27.5433283861736,8.86478059723787
"AC001226.7",0,0,0.891510779726979,0,0,0
"AC002044.1",0,0.861842721540591,0,3.06977807507678,0,0
"AC002044.3",0,0,0,0,0,0
"AC002044.4",0,0,0,0,0,0
"AC002056.3",0,0,0,0,0,0
"AC002056.5",0,0,0,0,0,0
"AC002059.10",4.70289779655316,1.72368544308118,2.67453233918094,1.53488903753839,5.50866567723472,0
"AC002064.4",0,0,0,0,0,0
"AC002064.5",1.88115911862127,3.44737088616236,3.56604311890791,0,0,0
"AC002064.7",0,0,0,0,0,0
"AC002066.1",0,0,0,0,1.37716641930868,2.53279445635368
"AC002069.5",0,0,0,0.767444518769195,0,0
"AC002069.6",0,0,0,0,0,0
"AC002070.1",0,0,0,0,0,0
"AC002072.1",0,0,0,0,0,0
"AC002075.3",0,0,0,0,0,0
"AC002075.4",1.88115911862127,2.58552816462177,0.891510779726979,0,0,0
"AC002076.10",0,0.861842721540591,0,0,0,0
"AC002115.5",0,0,0,0,0,0
"AC002115.9",0,0,0,0,0,0
"AC002116.7",0.940579559310633,0.861842721540591,0.891510779726979,2.30233355630759,2.75433283861736,2.53279445635368
"AC002116.8",0,0,0,0,0,0
"AC002117.1",2.8217386779319,1.72368544308118,8.02359701754281,9.20933422523034,2.75433283861736,0
"AC002127.2",0,0,0,0,0,0
"AC002127.4",0,0,0,0,0,0
"AC002128.5",0,0,0,0,0,2.53279445635368
"AC002306.1",0,0,0.891510779726979,0,0,3.79919168453052
"AC002310.10",0,0,0,0,0,0
"AC002310.11",0,0,0,0,0,0
"AC002310.12",22.5739094234552,33.611866140083,16.9387048148126,61.3955615015356,38.560659740643,51.9222863552504
"AC002310.13",0,0,0,0,0,0
"AC002310.14",8.46521603379569,8.61842721540591,5.34906467836187,7.67444518769195,6.8858320965434,12.6639722817684
"AC002310.17",0,0,0,0,0,0
"AC002310.7",3.76231823724253,2.58552816462177,3.56604311890791,0,0,0
"AC002314.4",0.940579559310633,0,0,0,0,0
"AC002331.1",0.940579559310633,0,0,0,0,0
"AC002366.1",0,0,0,0,0,0
"AC002366.3",0,0,0,0,0,0
"AC002368.4",0,0,0,0,0,0
"AC002383.2",0,0,0,0,0,0
"AC002386.1",0,0,0,0,0,0
"AC002389.1",0,0,0,0,0,0
"AC002395.1",0.940579559310633,0,0,0,0,0
"AC002398.11",0,0,0,0,0,0
"AC002398.12",0,0,0,0,0,0
"AC002398.13",0,1.72368544308118,0.891510779726979,2.30233355630759,2.75433283861736,0
"AC002398.9",0,0,0,0,0,0
"AC002400.1",0,0,0,0,0,0
"AC002401.1",0,0,0.891510779726979,0,0,0
"AC002429.1",0,0,0,0,0,0
"AC002429.4",0,0,0,0,0,0
"AC002429.5",0,0,0,0,0,0
"AC002451.3",1.88115911862127,0,0,0,2.75433283861736,2.53279445635368
"AC002454.1",0.940579559310633,2.58552816462177,0.891510779726979,0,1.37716641930868,0
"AC002456.2",64.8999895924337,30.1644952539207,58.8397114619806,34.5350033446138,20.6574962896302,79.7830253751409
"AC002463.3",0,0,0,0,0,1.26639722817684
"AC002464.1",0,0,0,0,0,0
"AC002465.2",0,0,0,0,0,0
"AC002467.7",50.7912962027742,31.8881806970019,19.6132371539935,56.0234498701513,37.1834933213344,32.9263279325978
"AC002472.11",0,0,0,0,0,0
"AC002480.2",0,0,0,0,0,0
"AC002480.3",1.88115911862127,0.861842721540591,0.891510779726979,0,5.50866567723472,3.79919168453052
"AC002480.4",0,0,0,0,1.37716641930868,0
"AC002480.5",0,0,0,0,0,0
"AC002486.2",0,0,0,0,0,0
"AC002486.3",0,0,0,0,0,0
"AC002511.2",0,0,0,0,0,0
"AC002511.3",0,0,0,0,0,0
"AC002519.6",0,0,0.891510779726979,3.83722259384598,0,2.53279445635368
"AC002519.8",0.940579559310633,0.861842721540591,2.67453233918094,0,4.13149925792604,1.26639722817684
"AC002523.1",0,0,0,0,0,0
"AC002530.1",0,0,0,0,0,0
"AC002539.1",0,0,0,0,0,0
"AC002539.2",0,0,0,0,0,0
"AC002542.2",0,0,0,0,0,0
"AC002543.2",0,0,0,0,0,0
"AC002550.5",0,0,0,0,0,0
"AC002550.6",1.88115911862127,1.72368544308118,0.891510779726979,3.06977807507678,1.37716641930868,1.26639722817684
"AC002551.1",0,0,0,0,0,0
"AC002553.4",0,0,0,0,0,0
"AC002558.1",0,0,0,0,0,0
"AC002978.1",0,0,0,0,0,0
"AC002979.1",0.940579559310633,0,0,0,0,0
"AC002981.1",0,0,0,0,0,0
"AC002984.2",0,0,0,0,0,0
"AC002985.3",0,0,0,0,0,0
"AC003001.1",0,0,0,0,0,0
"AC003002.4",0,0,0,0,0,0
"AC003002.6",1.88115911862127,3.44737088616236,1.78302155945396,3.06977807507678,5.50866567723472,7.59838336906103
"AC003003.5",0,0,0,9.20933422523034,1.37716641930868,0
"AC003005.2",2.8217386779319,2.58552816462177,1.78302155945396,1.53488903753839,1.37716641930868,1.26639722817684
"AC003005.4",0,0,0,0,0,0
"AC003006.1",0,0,0,0,0,0
"AC003006.7",0,0,0,0,0,0
"AC003009.1",0,0,0,0,0,0
"AC003045.1",0,0,0,0,0,0
"AC003075.4",43.2666597282891,31.8881806970019,24.9623018323554,37.6047814196906,19.2803298703215,13.9303695099452
"AC003080.4",2.8217386779319,0.861842721540591,0,0.767444518769195,0,0
"AC003084.2",0,0,0,0,0,0
"AC003088.1",0.940579559310633,0,0,0,0,0
"AC003090.1",0,0,1.78302155945396,5.37211163138437,1.37716641930868,7.59838336906103
"AC003092.1",0,0,0,0,0,0
"AC003092.2",0,0,0,0,0,0
"AC003101.1",0,0,0,0,0,0
"AC003104.1",0,0,0,0,0,0
"AC003658.1",0,0,0,0,0,0
"AC003664.1",0,0,0,0,0,0
"AC003666.1",0,0,0,0,0,0
"AC003681.1",0,0,0,0,0,0
"AC003682.16",0,0,0,0,0,0
"AC003682.17",0,0,0,0,0,0
"AC003688.1",0,0,0,0,0,0
"AC003956.1",0,0,2.67453233918094,0,2.75433283861736,0
"AC003958.2",0,0,0,0,0,0
"AC003958.6",0,0,0,0,0,0
"AC003968.1",0,0,0,0,0,0
"AC003973.1",0,0,0,0,0,0
"AC003973.3",6.58405691517443,17.2368544308118,11.5896401364507,42.9768930510749,31.6748276440996,46.856697442543
"AC003973.4",0,0,1.78302155945396,0,1.37716641930868,1.26639722817684
"AC003973.5",0,0,0,0,0,0
"AC003984.1",0,0,0,0,0,0
"AC003985.1",0,0,0,0,0,0
"AC003986.5",0,0.861842721540591,0,0,0,2.53279445635368
"AC003986.6",15.0492729489701,24.1315962031365,11.5896401364507,14.5814458566147,13.7716641930868,16.4631639662989
"AC003986.7",1.88115911862127,0.861842721540591,0.891510779726979,3.06977807507678,9.64016493516076,5.06558891270736
"AC003988.1",0,0,0,0,0,0
"AC003989.3",0,0,0,0,0,0
"AC003989.4",0,0,0,0,0,0
"AC003991.3",1.88115911862127,0,0,1.53488903753839,0,3.79919168453052
"AC004000.1",0,0,0,0,0,0
"AC004000.2",0,0,0,0,0,0
"AC004004.2",0,0,0,0,0,0
"AC004006.2",0,0,0,0,0,0
"AC004009.1",0,0,0,0,0,0
"AC004009.2",0,0,0,0,0,0
"AC004009.3",0,0,0,0,0,0
"AC004012.1",0,0,0,0,0,0
"AC004014.3",0,0,0,0,0,0
"AC004016.1",0,0,0,0,0,0
"AC004019.10",0.940579559310633,2.58552816462177,0,0.767444518769195,1.37716641930868,0
"AC004019.13",2.8217386779319,2.58552816462177,0.891510779726979,0.767444518769195,5.50866567723472,3.79919168453052
"AC004022.7",0,0,0,0,0,0
"AC004022.8",0,0,0,0,0,0
"AC004051.2",0,0,0,0,0,0
"AC004052.1",0,0,0,0,0,0
"AC004053.1",0,1.72368544308118,0,0.767444518769195,0,0
"AC004053.2",0,0,0,0,0,0
"AC004054.1",0,0,0,0,0,0
"AC004057.1",0,0,0,0,0,0
"AC004062.2",0,0,0,0,0,0
"AC004063.1",0,0,0,0,0,0
"AC004066.2",0,0,0,0,0,0
"AC004066.3",0,0,0,0,0,0
"AC004067.5",1.88115911862127,1.72368544308118,5.34906467836187,0,0,1.26639722817684
"AC004069.1",0,0,0,0,0,0
"AC004069.2",0,0.861842721540591,0,0,0,1.26639722817684
"AC004070.1",0,0,0,0,0,0
"AC004074.4",0,0,0,0,0,0
"AC004076.5",3.76231823724253,7.75658449386532,2.67453233918094,6.13955615015356,4.13149925792604,8.86478059723787
"AC004076.7",0.940579559310633,0,0,0,0,0
"AC004076.9",0,0,1.78302155945396,0,0,0
"AC004079.1",0,0,0,0,0,0
"AC004108.1",0,0,0,0,0,0
"AC004112.4",0.940579559310633,0.861842721540591,0,0,0,0
"AC004125.3",0,0,0,0,0,0
"AC004129.7",0,0,0,0,0,0
"AC004129.9",0,0,0,0,0,0
"AC004156.3",16.9304320675914,10.3421126584871,10.6981293567237,15.3488903753839,35.8063269020257,10.1311778254147
"AC004158.1",0,0,0,0,0,0
"AC004158.3",0,0,0,0,1.37716641930868,0
"AC004159.1",0,0,0,0,0,0
"AC004160.4",0,0,0,0,0,0
"AC004221.2",0,0,4.45755389863489,2.30233355630759,4.13149925792604,3.79919168453052
"AC004231.2",0,0.861842721540591,0,0,0,0
"AC004237.1",3.76231823724253,5.17105632924354,3.56604311890791,5.37211163138437,9.64016493516076,11.3975750535916
"AC004257.1",1.88115911862127,3.44737088616236,4.45755389863489,3.06977807507678,4.13149925792604,2.53279445635368
"AC004381.6",42.3260801689785,37.921079747786,52.5991360038917,27.628002675691,31.6748276440996,13.9303695099452
"AC004381.7",0,0,1.78302155945396,0,4.13149925792604,1.26639722817684
"AC004383.3",0,0,1.78302155945396,0,4.13149925792604,0
"AC004386.3",0,0,0,0,0,0
"AC004386.4",1.88115911862127,0,0,0,0,0
"AC004448.2",0,0.861842721540591,0,0,0,0
"AC004448.5",0,0,0,0,0,0
"AC004449.6",0,0,0,0,0,0
"AC004453.1",0,0,0,0,0,0
"AC004453.8",17.871011626902,14.65132626619,11.5896401364507,9.97677874399954,11.0173313544694,13.9303695099452
"AC004458.1",0,0,0,0,0,0
"AC004460.1",0,0,0,0,0,0
"AC004461.4",0,0,0,0,0,0
"AC004470.1",0,0,0,0,0,0
"AC004471.10",0,0,0,0,0,0
"AC004471.9",0.940579559310633,3.44737088616236,0.891510779726979,0,1.37716641930868,2.53279445635368
"AC004477.1",0,0,0,0,0,0
"AC004485.3",0,0,0,0,0,0
"AC004490.1",0,0,0.891510779726979,0,1.37716641930868,1.26639722817684
"AC004492.1",0,0,0,0,0,0
"AC004510.3",2.8217386779319,0.861842721540591,0.891510779726979,0,2.75433283861736,0
"AC004520.1",0,0,0,0,0,0
"AC004535.2",0,0,0,0,0,0
"AC004538.3",0.940579559310633,0,0,0,0,0
"AC004540.4",0,0,0,2.30233355630759,0,0
"AC004540.5",6.58405691517443,2.58552816462177,9.80661857699677,0.767444518769195,1.37716641930868,0
"AC004541.1",0,0,0,0,0,0
"AC004543.1",0,0,0,0,0,0
"AC004543.2",0,0,0,0,0,0
"AC004549.6",0.940579559310633,0.861842721540591,0,0,0,0
"AC004552.1",0,0,0,0,0,0
"AC004556.1",0,0,27.6368341715363,0,0,0
"AC004556.2",0,0,0,0,0,0
"AC004593.3",0,0,0,0,0,0
"AC004595.1",0,0,0,0,0,0
"AC004603.4",0,0,0,0,0,0
"AC004623.2",0,0,1.78302155945396,0,0,0
